date,portfolio_return,cum_return,turnover
2016-06-21,0.001281309576551228,2.4446821383981736,0.0
2016-06-22,0.010669346874573743,2.4707653001308185,0.0
2016-06-23,-0.007666869726626507,2.451822264449646,0.0
2016-06-24,-0.04878039975089614,2.332221394271645,0.0
2016-06-27,-0.005289031794019289,2.3198862011666503,0.0
2016-06-28,0.008916795407070733,2.34057215179014,0.0
2016-06-29,0.016854355886352958,2.380020987814098,0.0
2016-06-30,0.0033464528687350494,2.3879856158764183,0.0
2016-07-01,0.007321540765287544,2.405469349909978,0.9030526585229709
2016-07-04,0.0045265872856088945,2.416357916885202,0.0
2016-07-05,0.00019255619133022177,2.4168232015625684,0.0
2016-07-06,-0.01578589302672117,2.378671489038204,0.0
2016-07-07,0.009449955053385929,2.4011498276963854,0.0
2016-07-08,-0.006934731184464927,2.3844984991076865,0.0
2016-07-11,0.01654050540536116,2.4239393094212525,0.0
2016-07-12,0.005004387778771784,2.4360696416778045,0.0
2016-07-13,0.011731773173998995,2.4646490581500333,0.0
2016-07-14,0.006142476283286939,2.479788106536345,0.0
2016-07-15,0.006546410127588572,2.496021816511248,0.0
2016-07-18,0.006759364784277473,2.5128933384785626,0.0
2016-07-19,-0.00483706987802477,2.5007382978043187,0.0
2016-07-20,0.002226381503948312,2.5063058952967654,0.0
2016-07-21,0.0019510234930750169,2.5111957569793217,0.0
2016-07-22,0.0013261104607895464,2.5145258799417425,0.0
2016-07-25,0.005196121773074799,2.5275916626154675,0.0
2016-07-26,0.005854821041919462,2.5423902594671284,0.0
2016-07-27,0.001417657605054096,2.5459944983534775,0.0
2016-07-28,0.0011505417631094952,2.54892377135248,0.0
2016-07-29,0.0009353349114599474,2.551307868742476,0.0
2016-08-01,-0.0021215008084268187,2.5458952670363932,1.3122272139099995
2016-08-02,-0.004856132911822705,2.5335320612400842,0.0
2016-08-03,-0.004456794131899814,2.522240630416569,0.0
2016-08-04,0.003487750545799308,2.5310375765519417,0.0
2016-08-05,0.006532414043154225,2.5475713619607605,0.0
2016-08-08,-0.005643243467629283,2.533194796514056,0.0
2016-08-09,0.013693954616919067,2.567884251093335,0.0
2016-08-10,-0.0008219928259129341,2.5657734686611615,0.0
2016-08-11,-0.0005297462513907398,2.56441425978422,0.0
2016-08-12,0.005382590308889475,2.5782174511269127,0.0
2016-08-16,-0.007138424035081484,2.559813041706122,0.0
2016-08-17,-0.002325420552623261,2.553860399848065,0.0
2016-08-18,-0.0004358452345860379,2.5527473119629933,0.0
2016-08-19,-0.0006899208015715586,2.550986118491314,0.0
2016-08-22,-0.009421359131783262,2.5269523621288137,0.0
2016-08-23,0.0023326446394202442,2.532846844010404,0.0
2016-08-24,0.0004283747410894081,2.5339318516214258,0.0
2016-08-25,-0.0036981035008767163,2.5245611093699614,0.0
2016-08-26,-0.007873339287660928,2.504684383203458,0.0
2016-08-29,-0.01603868063005038,2.464512550302183,0.0
2016-08-30,0.004529002712757017,2.475674334328125,0.0
2016-08-31,0.0011422151119011886,2.4785020869649403,0.0
2016-09-01,0.003756225826784672,2.4878119005157378,1.2140470457949566
2016-09-02,-0.0005342756912356166,2.4864827230929256,0.0
2016-09-05,0.009598618973417869,2.510349523335881,0.0
2016-09-06,-0.00011732193831883245,2.5100550042639456,0.0
2016-09-07,0.0015041724664180682,2.513830559890554,0.0
2016-09-08,-0.0008045223259396882,2.5118081270814927,0.0
2016-09-09,-0.006078095011945596,2.4965411186333144,0.0
2016-09-12,-0.01258623411954699,2.46511906762512,0.0
2016-09-13,-0.004457091079801902,2.4541318074181584,0.0
2016-09-19,0.005670918671355631,2.468048989306814,0.0
2016-09-20,0.00442607940598303,2.4789727701113415,0.0
2016-09-21,0.005632922341805345,2.4929366312128285,0.0
2016-09-22,0.004909286586593546,2.5051751715776693,0.0
2016-09-23,0.003716150001598848,2.514484778295533,0.0
2016-09-26,-0.0032380956514531127,2.506342636069289,0.0
2016-09-27,0.003442805883477549,2.5149714872427587,0.0
2016-09-28,-0.006959490860959811,2.497468566161718,0.0
2016-09-29,0.006933475501334981,2.514784703280555,0.0
2016-09-30,-0.012970586589216376,2.4821664705334174,0.0
2016-10-04,0.006415915926961745,2.498091841925083,0.6910815149305477
2016-10-05,0.004881867292437061,2.510287194781681,0.0
2016-10-06,-0.0022430891382249738,2.504656396841241,0.0
2016-10-07,-0.005901970764337905,2.4898739880123717,0.0
2016-10-10,0.005192637761134796,2.502803001702992,0.0
2016-10-11,0.012102705464581382,2.533093689268474,0.0
2016-10-12,-0.0015908129867970178,2.5290640109308122,0.0
2016-10-13,-0.014533586418182812,2.492307640570833,0.0
2016-10-14,0.003182610734465981,2.500239685621305,0.0
2016-10-17,-0.00022367309529556546,2.499680449271841,0.0
2016-10-18,0.006529903112308995,2.516003120417319,0.0
2016-10-19,-0.0022676750683079143,2.510297642869364,0.0
